word_id,source_range,單字,詞性,定義,用法,詞性變化,三態（現在式-過去式-過去分詞）,現在分詞（V-ing）,常見搭配,相關字,同義字,反義字,範例
W260,26-30,signature,n.,簽名；特徵,第30題干擾選項。,,,,signature in context：在語境中使用 signature；learn signature：學習「簽名；特徵」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses signature in context.：考卷在語境中使用 signature。
W261,31-35,astronomy,n.,天文學,Passage 3 主題。,,,,astronomy in context：在語境中使用 astronomy；learn astronomy：學習「天文學」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses astronomy in context.：考卷在語境中使用 astronomy。
W262,31-35,half-century,n.,半世紀,over the past half-century。,,,,half-century in context：在語境中使用 half-century；learn half-century：學習「半世紀」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses half-century in context.：考卷在語境中使用 half-century。
W263,31-35,chart,n.,圖表；星圖,charts and catalogues。,,,,chart in context：在語境中使用 chart；learn chart：學習「圖表；星圖」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses chart in context.：考卷在語境中使用 chart。
W264,31-35,catalogue,n.,目錄；型錄,astronomy charts and catalogues。,,,,catalogue in context：在語境中使用 catalogue；learn catalogue：學習「目錄；型錄」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses catalogue in context.：考卷在語境中使用 catalogue。
W265,31-35,telescopic,adj.,望遠鏡的,telescopic equipment。,,,,telescopic in context：在語境中使用 telescopic；learn telescopic：學習「望遠鏡的」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses telescopic in context.：考卷在語境中使用 telescopic。
W266,31-35,equipment,n.,設備,telescopic equipment。,,,,equipment in context：在語境中使用 equipment；learn equipment：學習「設備」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses equipment in context.：考卷在語境中使用 equipment。
W267,31-35,limited,adj.,有限的,equipment was limited。,,,,limited in context：在語境中使用 limited；learn limited：學習「有限的」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses limited in context.：考卷在語境中使用 limited。
W268,31-35,practical,adj.,實用的；實際的,practical astronomy。,,,,practical in context：在語境中使用 practical；learn practical：學習「實用的；實際的」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses practical in context.：考卷在語境中使用 practical。
W269,31-35,off-the-shelf,adj.,現成的,off-the-shelf telescopes。,,,,off-the-shelf in context：在語境中使用 off-the-shelf；learn off-the-shelf：學習「現成的」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses off-the-shelf in context.：考卷在語境中使用 off-the-shelf。
W270,31-35,telescope,n.,望遠鏡,range of telescopes。,,,,telescope in context：在語境中使用 telescope；learn telescope：學習「望遠鏡」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses telescope in context.：考卷在語境中使用 telescope。
W271,31-35,electronic,adj.,電子的,electronic calculators。,,,,electronic in context：在語境中使用 electronic；learn electronic：學習「電子的」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses electronic in context.：考卷在語境中使用 electronic。
W272,31-35,calculator,n.,計算機,calculators and computers。,,,,calculator in context：在語境中使用 calculator；learn calculator：學習「計算機」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses calculator in context.：考卷在語境中使用 calculator。
W273,31-35,computer,n.,電腦,computers revolutionized production。,,,,computer in context：在語境中使用 computer；learn computer：學習「電腦」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses computer in context.：考卷在語境中使用 computer。
W274,31-35,revolutionize,v.,徹底改變；革新,computers have revolutionized almanacs。,,revolutionize-revolutionized-revolutionized,revolutionizing,revolutionize in context：在語境中使用 revolutionize；learn revolutionize：學習「徹底改變；革新」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses revolutionize in context.：考卷在語境中使用 revolutionize。
W275,31-35,almanac,n.,曆書；年鑑,astronomy almanacs。,,,,almanac in context：在語境中使用 almanac；learn almanac：學習「曆書；年鑑」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses almanac in context.：考卷在語境中使用 almanac。
W276,31-35,production,n.,生產；製作,chart production。,,,,production in context：在語境中使用 production；learn production：學習「生產；製作」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses production in context.：考卷在語境中使用 production。
W277,31-35,analysis,n.,分析,analysis of observations。,,,,analysis in context：在語境中使用 analysis；learn analysis：學習「分析」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses analysis in context.：考卷在語境中使用 analysis。
W278,31-35,publication,n.,出版；發表,publication of results。,,,,publication in context：在語境中使用 publication；learn publication：學習「出版；發表」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses publication in context.：考卷在語境中使用 publication。
W279,31-35,advance,n./v.,進步；前進,All these advances。,,,,advance in context：在語境中使用 advance；learn advance：學習「進步；前進」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses advance in context.：考卷在語境中使用 advance。
W280,31-35,surely,adv.,必定；無疑,must surely make this...。,,,,surely in context：在語境中使用 surely；learn surely：學習「必定；無疑」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses surely in context.：考卷在語境中使用 surely。
W281,31-35,golden age,n.,黃金時代,golden age of amateur astronomy。,,,,golden age in context：在語境中使用 golden age；learn golden age：學習「黃金時代」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses golden age in context.：考卷在語境中使用 golden age。
W282,31-35,amateur,adj./n.,業餘的；業餘者,amateur astronomy。,,,,amateur in context：在語境中使用 amateur；learn amateur：學習「業餘的；業餘者」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses amateur in context.：考卷在語境中使用 amateur。
W283,31-35,comparable,adj.,可比較的；相當的,sky comparable to that found before。,,,,comparable in context：在語境中使用 comparable；learn comparable：學習「可比較的；相當的」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses comparable in context.：考卷在語境中使用 comparable。
W284,31-35,urban,adj.,都市的,urban areas。,,,,urban in context：在語境中使用 urban；learn urban：學習「都市的」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses urban in context.：考卷在語境中使用 urban。
